date,rainfall_mm,temp_max_c,temp_min_c,wind_max_kmh,temp_mean_c,month,season
2019-11-05,2.4,27.3,23.5,19.9,25.4,11,monsoon
2019-11-06,1.4,26.1,22.6,15.5,24.35,11,monsoon
2019-11-07,1.2,26.8,22.9,21.7,24.85,11,monsoon
2019-11-08,3.9,26.5,22.7,26.5,24.6,11,monsoon
2019-11-09,2.6,26.4,21.0,24.5,23.7,11,monsoon
2019-11-10,44.4,25.0,23.4,35.7,24.2,11,monsoon
2019-11-11,48.5,26.0,24.2,40.0,25.1,11,monsoon
2019-11-12,5.5,27.6,24.8,22.8,26.200000000000003,11,monsoon
2019-11-13,3.8,26.1,24.2,19.4,25.15,11,monsoon
2019-11-14,3.4,27.0,24.4,23.2,25.7,11,monsoon
2019-11-15,4.3,26.4,22.5,17.7,24.45,11,monsoon
2019-11-16,3.7,26.1,22.6,11.9,24.35,11,monsoon
2019-11-17,0.4,27.3,21.7,18.9,24.5,11,monsoon
2019-11-18,0.4,26.9,22.7,12.0,24.799999999999997,11,monsoon
2019-11-19,2.4,26.6,22.5,15.6,24.55,11,monsoon
2019-11-20,4.5,25.0,23.8,21.7,24.4,11,monsoon
2019-11-21,3.2,26.0,22.4,17.7,24.2,11,monsoon
2019-11-22,1.9,26.0,21.2,15.0,23.6,11,monsoon
2019-11-23,0.0,25.6,18.1,11.5,21.85,11,monsoon
2019-11-24,1.1,26.2,21.1,14.0,23.65,11,monsoon
2019-11-25,3.0,26.5,21.4,23.1,23.95,11,monsoon
2019-11-26,27.2,25.5,23.1,21.6,24.3,11,monsoon
2019-11-27,9.5,26.5,24.0,22.4,25.25,11,monsoon
2019-11-28,12.8,25.4,23.6,35.7,24.5,11,monsoon
2019-11-29,11.9,25.8,23.4,29.0,24.6,11,monsoon
2019-11-30,7.2,26.0,23.4,22.6,24.7,11,monsoon
2019-12-01,2.9,26.0,23.2,17.1,24.6,12,monsoon
2019-12-02,4.2,24.4,21.4,32.4,22.9,12,monsoon
2019-12-03,5.2,22.9,19.3,30.1,21.1,12,monsoon
2019-12-04,3.5,22.9,19.5,30.8,21.2,12,monsoon
2019-12-05,1.3,22.8,20.6,29.0,21.700000000000003,12,monsoon
2019-12-06,4.5,22.1,19.9,32.4,21.0,12,monsoon
2019-12-07,0.0,22.0,19.9,27.2,20.95,12,monsoon
2019-12-08,0.2,21.8,19.5,24.6,20.65,12,monsoon
2019-12-09,4.5,21.0,17.8,19.2,19.4,12,monsoon
2019-12-10,0.0,22.7,17.1,21.5,19.9,12,monsoon
2019-12-11,2.4,23.4,17.8,16.9,20.6,12,monsoon
2019-12-12,7.8,23.5,21.3,17.1,22.4,12,monsoon
2019-12-13,1.1,25.1,20.0,14.7,22.55,12,monsoon
2019-12-14,7.4,24.8,20.2,17.2,22.5,12,monsoon
2019-12-15,2.6,25.4,21.2,15.2,23.299999999999997,12,monsoon
2019-12-16,0.9,25.5,21.4,13.5,23.45,12,monsoon
2019-12-17,1.4,25.4,21.6,9.7,23.5,12,monsoon
2019-12-18,0.4,25.5,20.5,12.8,23.0,12,monsoon
2019-12-19,2.0,25.1,21.2,9.4,23.15,12,monsoon
2019-12-20,2.8,25.0,21.5,11.7,23.25,12,monsoon
2019-12-21,4.3,24.8,21.9,9.8,23.35,12,monsoon
2019-12-22,0.1,25.4,20.2,15.1,22.799999999999997,12,monsoon
2019-12-23,0.4,26.1,20.4,20.8,23.25,12,monsoon
2019-12-24,0.1,25.2,20.5,16.7,22.85,12,monsoon
2019-12-25,0.1,25.0,20.2,16.5,22.6,12,monsoon
2019-12-26,0.0,24.9,18.6,10.0,21.75,12,monsoon
2019-12-27,7.6,24.2,20.2,19.2,22.2,12,monsoon
2019-12-28,6.0,24.0,20.2,17.4,22.1,12,monsoon
2019-12-29,1.7,24.5,21.9,20.9,23.2,12,monsoon
2019-12-30,3.5,24.8,22.5,19.6,23.65,12,monsoon
2019-12-31,8.9,25.2,21.9,19.0,23.549999999999997,12,monsoon
2020-01-01,4.6,24.9,22.8,22.0,23.85,1,monsoon
2020-01-02,5.5,24.6,22.9,20.5,23.75,1,monsoon
2020-01-03,3.2,25.4,22.5,20.5,23.95,1,monsoon
2020-01-04,4.0,25.1,21.0,17.3,23.05,1,monsoon
2020-01-05,4.1,24.8,20.8,16.9,22.8,1,monsoon
2020-01-06,1.0,25.2,20.8,13.6,23.0,1,monsoon
2020-01-07,0.7,25.1,21.7,14.1,23.4,1,monsoon
2020-01-08,3.1,25.5,21.2,14.3,23.35,1,monsoon
2020-01-09,3.4,25.0,21.6,13.9,23.3,1,monsoon
2020-01-10,0.9,24.6,19.5,13.6,22.05,1,monsoon
2020-01-11,5.3,25.1,22.2,11.6,23.65,1,monsoon
2020-01-12,3.0,24.9,20.1,12.8,22.5,1,monsoon
2020-01-13,4.5,24.6,21.2,17.9,22.9,1,monsoon
2020-01-14,0.2,24.9,20.0,19.8,22.45,1,monsoon
2020-01-15,0.0,25.4,20.7,19.5,23.049999999999997,1,monsoon
2020-01-16,0.0,25.0,19.5,16.7,22.25,1,monsoon
2020-01-17,0.6,25.2,21.5,13.1,23.35,1,monsoon
2020-01-18,1.5,25.3,20.5,14.0,22.9,1,monsoon
2020-01-19,1.1,24.9,20.3,16.3,22.6,1,monsoon
2020-01-20,0.5,24.6,19.5,17.2,22.05,1,monsoon
2020-01-21,0.0,24.8,20.3,15.5,22.55,1,monsoon
2020-01-22,0.0,25.9,20.9,18.7,23.4,1,monsoon
2020-01-23,0.0,26.2,20.8,24.6,23.5,1,monsoon
2020-01-24,0.0,26.6,21.6,26.2,24.1,1,monsoon
2020-01-25,0.2,26.6,21.7,23.5,24.15,1,monsoon
2020-01-26,0.5,24.0,20.5,38.2,22.25,1,monsoon
2020-01-27,0.0,23.8,19.8,23.0,21.8,1,monsoon
2020-01-28,15.4,22.5,20.5,15.8,21.5,1,monsoon
2020-01-29,41.0,21.5,20.0,23.8,20.75,1,monsoon
2020-01-30,12.2,20.8,18.6,25.3,19.700000000000003,1,monsoon
2020-01-31,0.3,22.8,17.6,14.7,20.200000000000003,1,monsoon
2020-02-01,0.3,24.1,20.0,18.8,22.05,2,dry
2020-02-02,0.0,24.5,19.4,16.3,21.95,2,dry
2020-02-03,0.0,24.4,19.2,17.9,21.799999999999997,2,dry
2020-02-04,0.0,24.2,18.8,17.0,21.5,2,dry
2020-02-05,0.4,24.6,19.2,13.9,21.9,2,dry
2020-02-06,0.0,25.3,19.8,20.1,22.55,2,dry
2020-02-07,0.1,24.5,18.5,14.8,21.5,2,dry
2020-02-08,4.4,24.5,20.9,21.5,22.7,2,dry
2020-02-09,3.0,23.9,21.9,31.7,22.9,2,dry
2020-02-10,4.6,23.4,21.5,21.3,22.45,2,dry
2020-02-11,2.9,24.4,21.4,13.2,22.9,2,dry
2020-02-12,0.0,26.0,20.6,21.6,23.3,2,dry
2020-02-13,0.0,27.5,22.4,21.3,24.95,2,dry
2020-02-14,0.0,27.5,22.5,23.4,25.0,2,dry
2020-02-15,0.0,27.5,22.5,23.4,25.0,2,dry
2020-02-16,0.1,28.0,21.2,43.1,24.6,2,dry
2020-02-17,20.4,21.5,19.8,21.9,20.65,2,dry
2020-02-18,27.3,21.6,19.6,26.0,20.6,2,dry
2020-02-19,6.0,23.8,20.0,16.1,21.9,2,dry
2020-02-20,3.7,24.9,19.6,17.4,22.25,2,dry
2020-02-21,4.7,24.1,20.1,24.3,22.1,2,dry
2020-02-22,2.3,23.7,21.4,22.4,22.549999999999997,2,dry
2020-02-23,2.7,24.1,20.9,18.8,22.5,2,dry
2020-02-24,0.0,24.5,18.1,13.0,21.3,2,dry
2020-02-25,0.0,24.4,17.8,15.1,21.1,2,dry
2020-02-26,0.5,24.9,20.5,13.4,22.7,2,dry
2020-02-27,1.1,24.6,20.2,17.0,22.4,2,dry
2020-02-28,2.5,24.5,19.8,13.2,22.15,2,dry
2020-02-29,1.0,25.5,21.1,17.5,23.3,2,dry
2020-03-01,0.1,26.5,21.2,21.4,23.85,3,dry
2020-03-02,0.2,26.5,23.3,23.3,24.9,3,dry
2020-03-03,0.4,26.2,22.9,21.7,24.549999999999997,3,dry
2020-03-04,10.5,26.0,23.4,21.5,24.7,3,dry
2020-03-05,18.9,25.6,23.3,15.5,24.450000000000003,3,dry
2020-03-06,1.6,25.8,22.4,15.6,24.1,3,dry
2020-03-07,0.0,26.4,22.3,15.0,24.35,3,dry
2020-03-08,0.0,28.2,23.0,21.0,25.6,3,dry
2020-03-09,0.0,31.5,23.4,21.3,27.45,3,dry
2020-03-10,0.0,29.0,23.6,27.2,26.3,3,dry
2020-03-11,0.9,26.3,23.6,14.3,24.950000000000003,3,dry
2020-03-12,0.0,28.0,23.4,23.6,25.7,3,dry
2020-03-13,0.0,28.7,23.6,22.6,26.15,3,dry
2020-03-14,2.0,27.1,23.3,15.8,25.200000000000003,3,dry
2020-03-15,2.4,26.6,23.7,12.7,25.15,3,dry
2020-03-16,1.4,26.7,23.5,24.5,25.1,3,dry
2020-03-17,0.1,27.1,24.1,23.7,25.6,3,dry
2020-03-18,0.0,28.0,23.6,21.7,25.8,3,dry
2020-03-19,0.0,28.5,23.6,20.3,26.05,3,dry
2020-03-20,0.3,27.5,24.7,23.0,26.1,3,dry
2020-03-21,0.0,28.4,23.5,26.4,25.95,3,dry
2020-03-22,0.0,28.4,24.0,22.9,26.2,3,dry
2020-03-23,0.0,27.7,23.8,21.7,25.75,3,dry
2020-03-24,0.0,27.8,23.6,21.1,25.700000000000003,3,dry
2020-03-25,0.0,28.0,24.0,25.1,26.0,3,dry
2020-03-26,0.0,28.6,24.0,25.8,26.3,3,dry
2020-03-27,0.0,29.1,24.4,26.1,26.75,3,dry
2020-03-28,0.0,29.7,24.5,25.6,27.1,3,dry
2020-03-29,0.0,29.5,24.8,28.3,27.15,3,dry
2020-03-30,0.0,29.8,24.7,25.3,27.25,3,dry
2020-03-31,0.0,29.8,24.8,22.1,27.3,3,dry
2020-04-01,0.8,28.1,25.1,19.8,26.6,4,dry
2020-04-02,0.0,29.2,24.5,26.2,26.85,4,dry
2020-04-03,0.3,29.0,24.6,26.4,26.8,4,dry
2020-04-04,1.1,28.4,25.1,18.8,26.75,4,dry
2020-04-05,1.0,28.5,24.9,15.4,26.7,4,dry
2020-04-06,0.0,29.1,24.4,26.1,26.75,4,dry
2020-04-07,0.0,26.9,24.0,27.1,25.45,4,dry
2020-04-08,0.0,28.1,23.6,35.2,25.85,4,dry
2020-04-09,9.1,27.9,23.8,25.2,25.85,4,dry
2020-04-10,3.0,27.1,24.9,17.1,26.0,4,dry
2020-04-11,0.0,28.5,23.9,18.7,26.2,4,dry
2020-04-12,5.7,26.8,24.2,27.6,25.5,4,dry
2020-04-13,7.4,25.3,23.1,28.3,24.200000000000003,4,dry
2020-04-14,1.3,25.5,22.4,14.4,23.95,4,dry
2020-04-15,0.1,26.4,22.9,15.6,24.65,4,dry
2020-04-16,0.0,28.4,23.0,25.1,25.7,4,dry
2020-04-17,0.0,28.3,23.1,23.1,25.700000000000003,4,dry
2020-04-18,0.0,28.0,25.0,17.9,26.5,4,dry
2020-04-19,0.0,29.6,24.6,22.0,27.1,4,dry
2020-04-20,0.0,29.7,25.0,20.7,27.35,4,dry
2020-04-21,0.0,30.2,25.1,25.3,27.65,4,dry
2020-04-22,0.0,29.4,25.3,26.3,27.35,4,dry
2020-04-23,1.2,28.9,26.2,19.8,27.549999999999997,4,dry
2020-04-24,15.8,26.4,23.7,17.3,25.049999999999997,4,dry
2020-04-25,96.3,25.6,23.0,12.4,24.3,4,dry
2020-04-26,18.3,26.5,23.4,22.3,24.95,4,dry
2020-04-27,2.7,25.9,23.2,28.2,24.549999999999997,4,dry
2020-04-28,1.2,25.9,23.5,16.1,24.7,4,dry
2020-04-29,0.3,27.2,22.0,15.9,24.6,4,dry
2020-04-30,2.1,27.4,24.2,13.9,25.799999999999997,4,dry
2020-05-01,0.4,28.2,24.0,19.1,26.1,5,dry
2020-05-02,0.1,28.5,25.0,21.1,26.75,5,dry
2020-05-03,0.0,29.2,24.6,19.7,26.9,5,dry
2020-05-04,0.0,29.8,25.0,19.1,27.4,5,dry
2020-05-05,0.0,29.8,24.6,21.9,27.200000000000003,5,dry
2020-05-06,0.0,30.9,25.6,21.1,28.25,5,dry
2020-05-07,0.0,30.8,25.5,20.9,28.15,5,dry
2020-05-08,0.0,32.2,26.3,18.7,29.25,5,dry
2020-05-09,0.1,31.2,26.5,19.6,28.85,5,dry
2020-05-10,0.0,31.2,27.0,21.3,29.1,5,dry
2020-05-11,0.0,30.7,25.7,21.3,28.2,5,dry
2020-05-12,0.1,30.0,25.9,16.9,27.95,5,dry
2020-05-13,0.6,30.2,25.1,21.0,27.65,5,dry
2020-05-14,0.3,30.0,26.3,18.7,28.15,5,dry
2020-05-15,0.0,30.8,25.9,20.5,28.35,5,dry
2020-05-16,0.0,31.4,26.0,19.9,28.7,5,dry
2020-05-17,0.0,32.0,26.5,21.0,29.25,5,dry
2020-05-18,0.0,32.2,27.5,14.7,29.85,5,dry
2020-05-19,0.0,32.6,28.0,19.5,30.3,5,dry
2020-05-20,3.2,34.2,28.0,18.9,31.1,5,dry
2020-05-21,0.5,37.8,27.8,17.4,32.8,5,dry
2020-05-22,0.3,36.9,30.0,18.2,33.45,5,dry
2020-05-23,5.3,31.5,27.8,14.1,29.65,5,dry
2020-05-24,2.7,30.7,27.3,16.1,29.0,5,dry
2020-05-25,0.0,32.5,26.2,15.3,29.35,5,dry
2020-05-26,2.6,32.5,27.8,22.2,30.15,5,dry
2020-05-27,3.8,31.0,27.5,10.5,29.25,5,dry
2020-05-28,4.3,29.4,26.6,13.4,28.0,5,dry
2020-05-29,1.1,30.8,26.2,13.3,28.5,5,dry
2020-05-30,0.0,33.3,26.3,18.9,29.799999999999997,5,dry
2020-05-31,0.2,31.5,27.1,13.7,29.3,5,dry
2020-06-01,0.0,31.7,27.4,12.8,29.549999999999997,6,dry
2020-06-02,0.1,34.0,26.9,18.0,30.45,6,dry
2020-06-03,0.0,31.8,26.4,18.8,29.1,6,dry
2020-06-04,0.0,32.8,27.2,14.2,30.0,6,dry
2020-06-05,0.0,34.7,27.5,16.9,31.1,6,dry
2020-06-06,0.1,33.7,28.0,18.5,30.85,6,dry
2020-06-07,0.0,36.5,27.5,26.1,32.0,6,dry
2020-06-08,0.0,35.7,27.8,19.5,31.75,6,dry
2020-06-09,0.0,34.5,28.2,19.8,31.35,6,dry
2020-06-10,0.0,32.8,28.2,19.5,30.5,6,dry
2020-06-11,0.0,31.6,27.9,14.9,29.75,6,dry
2020-06-12,0.0,32.7,27.5,20.9,30.1,6,dry
2020-06-13,0.0,33.5,27.6,18.0,30.55,6,dry
2020-06-14,5.6,34.3,27.6,17.7,30.95,6,dry
2020-06-15,2.5,31.6,27.0,15.4,29.3,6,dry
2020-06-16,2.5,29.7,27.5,15.1,28.6,6,dry
2020-06-17,0.1,31.9,26.6,15.7,29.25,6,dry
2020-06-18,0.6,32.7,26.2,18.1,29.450000000000003,6,dry
2020-06-19,0.0,30.6,26.3,15.6,28.450000000000003,6,dry
2020-06-20,0.1,31.5,27.6,23.0,29.55,6,dry
2020-06-21,0.0,32.9,26.9,16.3,29.9,6,dry
2020-06-22,0.0,33.8,27.3,19.6,30.549999999999997,6,dry
2020-06-23,0.0,34.9,27.5,16.8,31.2,6,dry
2020-06-24,0.0,34.1,28.0,18.4,31.05,6,dry
2020-06-25,0.4,34.3,28.6,22.7,31.45,6,dry
2020-06-26,0.0,33.0,27.7,22.3,30.35,6,dry
2020-06-27,0.0,32.7,27.6,20.5,30.150000000000002,6,dry
2020-06-28,0.0,32.3,27.5,20.2,29.9,6,dry
2020-06-29,0.0,32.5,27.7,15.5,30.1,6,dry
2020-06-30,0.7,33.0,27.8,19.4,30.4,6,dry
2020-07-01,2.2,32.0,27.6,17.4,29.8,7,dry
2020-07-02,2.8,31.2,27.0,17.1,29.1,7,dry
2020-07-03,1.3,31.1,26.8,13.5,28.950000000000003,7,dry
2020-07-04,1.0,32.0,26.9,15.5,29.45,7,dry
2020-07-05,1.3,31.6,26.1,16.9,28.85,7,dry
2020-07-06,0.3,32.5,26.7,24.3,29.6,7,dry
2020-07-07,0.0,33.4,27.3,23.1,30.35,7,dry
2020-07-08,0.0,34.1,27.5,19.8,30.8,7,dry
2020-07-09,0.0,34.0,27.6,22.7,30.8,7,dry
2020-07-10,0.0,35.7,28.5,21.7,32.1,7,dry
2020-07-11,0.0,35.0,28.8,20.3,31.9,7,dry
2020-07-12,0.0,33.5,27.4,19.5,30.45,7,dry
2020-07-13,0.0,32.8,27.6,18.2,30.2,7,dry
2020-07-14,0.0,31.6,27.5,15.7,29.55,7,dry
2020-07-15,0.1,32.3,27.1,16.2,29.7,7,dry
2020-07-16,0.0,32.2,27.0,18.4,29.6,7,dry
2020-07-17,0.0,32.7,27.8,16.4,30.25,7,dry
2020-07-18,0.0,33.0,28.7,20.1,30.85,7,dry
2020-07-19,0.0,33.6,27.7,18.8,30.65,7,dry
2020-07-20,0.0,32.8,28.1,27.2,30.45,7,dry
2020-07-21,0.0,31.6,27.6,27.9,29.6,7,dry
2020-07-22,0.6,31.5,26.9,21.6,29.2,7,dry
2020-07-23,0.0,31.8,27.1,18.5,29.450000000000003,7,dry
2020-07-24,0.0,31.9,26.6,21.1,29.25,7,dry
2020-07-25,0.0,32.0,26.9,19.9,29.45,7,dry
2020-07-26,0.0,32.5,27.4,16.8,29.95,7,dry
2020-07-27,2.3,33.5,27.5,17.9,30.5,7,dry
2020-07-28,1.0,32.6,27.1,20.9,29.85,7,dry
2020-07-29,1.0,32.1,27.3,21.0,29.700000000000003,7,dry
2020-07-30,0.0,33.1,26.9,22.7,30.0,7,dry
2020-07-31,13.5,29.2,27.2,9.7,28.2,7,dry
2020-08-01,18.1,28.2,26.0,16.0,27.1,8,dry
2020-08-02,5.3,30.2,26.7,18.1,28.45,8,dry
2020-08-03,0.2,32.4,26.5,20.6,29.45,8,dry
2020-08-04,1.2,33.8,26.7,13.0,30.25,8,dry
2020-08-05,1.8,30.9,27.1,13.0,29.0,8,dry
2020-08-06,1.5,29.9,26.5,15.2,28.2,8,dry
2020-08-07,2.4,30.5,26.5,19.0,28.5,8,dry
2020-08-08,0.2,31.0,26.1,16.9,28.55,8,dry
2020-08-09,2.1,31.2,25.6,14.9,28.4,8,dry
2020-08-10,1.6,32.5,26.0,18.6,29.25,8,dry
2020-08-11,6.8,33.9,27.0,14.5,30.45,8,dry
2020-08-12,12.5,32.5,26.7,17.6,29.6,8,dry
2020-08-13,4.5,29.4,26.6,15.0,28.0,8,dry
2020-08-14,1.1,29.4,26.6,12.4,28.0,8,dry
2020-08-15,2.7,30.1,26.4,10.8,28.25,8,dry
2020-08-16,22.6,30.3,25.2,11.3,27.75,8,dry
2020-08-17,34.6,30.0,25.0,12.0,27.5,8,dry
2020-08-18,0.8,30.5,25.5,15.2,28.0,8,dry
2020-08-19,1.3,30.5,25.9,10.6,28.2,8,dry
2020-08-20,0.6,30.0,25.6,11.7,27.8,8,dry
2020-08-21,6.4,29.9,26.1,13.6,28.0,8,dry
2020-08-22,2.1,30.1,25.3,11.1,27.700000000000003,8,dry
2020-08-23,1.5,30.2,25.6,9.1,27.9,8,dry
2020-08-24,0.0,33.2,26.6,16.8,29.900000000000002,8,dry
2020-08-25,0.0,33.5,27.0,21.3,30.25,8,dry
2020-08-26,0.0,34.0,27.1,14.6,30.55,8,dry
2020-08-27,1.9,31.4,27.4,12.2,29.4,8,dry
2020-08-28,0.0,32.4,25.2,13.4,28.799999999999997,8,dry
2020-08-29,0.0,32.3,26.6,14.1,29.45,8,dry
2020-08-30,0.0,32.2,26.6,16.7,29.400000000000002,8,dry
2020-08-31,0.0,32.2,26.0,18.7,29.1,8,dry
2020-09-01,2.9,32.5,26.6,25.4,29.55,9,monsoon
2020-09-02,1.8,32.0,25.7,23.7,28.85,9,monsoon
2020-09-03,2.0,31.8,26.1,17.1,28.950000000000003,9,monsoon
2020-09-04,1.5,31.8,26.9,17.2,29.35,9,monsoon
2020-09-05,3.3,32.3,27.0,14.5,29.65,9,monsoon
2020-09-06,0.5,33.7,27.0,18.9,30.35,9,monsoon
2020-09-07,1.4,34.3,28.1,17.1,31.2,9,monsoon
2020-09-08,2.7,33.1,28.4,19.8,30.75,9,monsoon
2020-09-09,0.9,31.7,26.7,17.1,29.2,9,monsoon
2020-09-10,1.1,32.3,26.5,16.2,29.4,9,monsoon
2020-09-11,0.0,32.5,26.4,19.0,29.45,9,monsoon
2020-09-12,0.4,32.4,26.9,19.2,29.65,9,monsoon
2020-09-13,0.8,32.2,27.0,19.8,29.6,9,monsoon
2020-09-14,1.1,31.9,26.9,18.8,29.4,9,monsoon
2020-09-15,0.7,32.2,26.5,17.7,29.35,9,monsoon
2020-09-16,0.2,32.5,27.1,19.6,29.8,9,monsoon
2020-09-17,42.2,29.6,26.1,20.8,27.85,9,monsoon
2020-09-18,36.1,31.0,25.9,40.5,28.45,9,monsoon
2020-09-19,2.5,30.5,26.2,17.8,28.35,9,monsoon
2020-09-20,11.6,28.6,26.6,7.9,27.6,9,monsoon
2020-09-21,1.4,29.0,26.4,12.8,27.7,9,monsoon
2020-09-22,0.3,30.3,25.7,12.5,28.0,9,monsoon
2020-09-23,0.5,30.4,25.5,16.8,27.95,9,monsoon
2020-09-24,0.2,30.6,24.5,14.5,27.55,9,monsoon
2020-09-25,1.2,30.6,25.0,21.4,27.8,9,monsoon
2020-09-26,0.4,31.4,25.9,13.9,28.65,9,monsoon
2020-09-27,2.1,29.3,25.7,13.3,27.5,9,monsoon
2020-09-28,4.4,29.9,25.3,16.5,27.6,9,monsoon
2020-09-29,3.5,30.7,25.5,16.4,28.1,9,monsoon
2020-09-30,3.8,30.8,26.2,15.5,28.5,9,monsoon
2020-10-01,7.9,29.1,25.8,14.4,27.450000000000003,10,monsoon
2020-10-02,4.6,29.8,25.9,16.6,27.85,10,monsoon
2020-10-03,5.4,29.0,26.0,11.8,27.5,10,monsoon
2020-10-04,3.4,29.3,25.8,11.1,27.55,10,monsoon
2020-10-05,3.1,28.8,26.4,16.5,27.6,10,monsoon
2020-10-06,27.0,27.8,25.9,27.8,26.85,10,monsoon
2020-10-07,54.1,27.0,26.1,35.7,26.55,10,monsoon
2020-10-08,74.9,26.9,26.0,32.2,26.45,10,monsoon
2020-10-09,68.6,26.6,25.2,37.8,25.9,10,monsoon
2020-10-10,31.4,26.7,25.4,28.4,26.049999999999997,10,monsoon
2020-10-11,120.2,26.2,25.2,46.9,25.7,10,monsoon
2020-10-12,17.5,27.4,25.6,21.9,26.5,10,monsoon
2020-10-13,33.8,27.0,25.4,18.4,26.2,10,monsoon
2020-10-14,2.3,27.9,24.9,15.3,26.4,10,monsoon
2020-10-15,27.7,27.2,25.0,15.0,26.1,10,monsoon
2020-10-16,53.1,27.1,25.5,40.5,26.3,10,monsoon
2020-10-17,36.2,27.6,25.8,40.3,26.700000000000003,10,monsoon
2020-10-18,16.3,27.8,24.9,10.9,26.35,10,monsoon
2020-10-19,33.2,27.0,24.3,21.5,25.65,10,monsoon
2020-10-20,39.4,26.9,24.5,28.1,25.7,10,monsoon
2020-10-21,5.0,27.0,24.1,35.6,25.55,10,monsoon
2020-10-22,0.8,26.3,23.8,36.2,25.05,10,monsoon
2020-10-23,0.8,26.5,22.5,29.2,24.5,10,monsoon
2020-10-24,0.2,26.6,22.2,27.0,24.4,10,monsoon
2020-10-25,36.4,26.5,22.5,18.8,24.5,10,monsoon
2020-10-26,6.6,27.5,23.9,18.7,25.7,10,monsoon
2020-10-27,14.3,27.7,24.0,40.2,25.85,10,monsoon
2020-10-28,66.3,27.0,24.5,65.5,25.75,10,monsoon
2020-10-29,1.3,29.0,23.5,33.5,26.25,10,monsoon
2020-10-30,10.3,27.2,24.5,15.7,25.85,10,monsoon
2020-10-31,9.5,26.9,24.9,25.3,25.9,10,monsoon
2020-11-01,5.3,27.3,25.0,22.5,26.15,11,monsoon
2020-11-02,1.1,27.2,24.6,19.9,25.9,11,monsoon
2020-11-03,2.4,27.0,22.6,22.0,24.8,11,monsoon
2020-11-04,10.9,25.7,23.5,24.4,24.6,11,monsoon
2020-11-05,82.4,24.4,23.1,25.5,23.75,11,monsoon
2020-11-06,29.0,26.1,24.1,27.9,25.1,11,monsoon
2020-11-07,2.6,27.0,24.2,23.4,25.6,11,monsoon
2020-11-08,2.0,26.9,23.1,24.4,25.0,11,monsoon
2020-11-09,26.5,26.8,23.0,32.1,24.9,11,monsoon
2020-11-10,107.4,25.0,21.8,46.5,23.4,11,monsoon
2020-11-11,48.1,25.4,24.6,44.2,25.0,11,monsoon
2020-11-12,5.7,25.6,23.4,32.2,24.5,11,monsoon
2020-11-13,1.9,26.2,22.9,30.4,24.549999999999997,11,monsoon
2020-11-14,46.1,24.7,23.0,57.2,23.85,11,monsoon
2020-11-15,38.4,26.0,22.7,43.0,24.35,11,monsoon
2020-11-16,5.7,26.4,24.5,17.9,25.45,11,monsoon
2020-11-17,3.5,26.8,23.5,11.3,25.15,11,monsoon
2020-11-18,0.9,26.5,23.0,15.5,24.75,11,monsoon
2020-11-19,0.0,26.8,23.0,10.3,24.9,11,monsoon
2020-11-20,0.2,27.0,23.0,15.1,25.0,11,monsoon
2020-11-21,0.1,27.1,22.0,16.5,24.55,11,monsoon
2020-11-22,0.9,27.1,22.9,13.0,25.0,11,monsoon
2020-11-23,4.1,26.7,23.4,18.2,25.049999999999997,11,monsoon
2020-11-24,5.6,26.6,23.8,21.0,25.200000000000003,11,monsoon
2020-11-25,3.3,25.9,23.5,19.9,24.7,11,monsoon
2020-11-26,5.2,25.5,23.7,18.1,24.6,11,monsoon
2020-11-27,8.2,26.5,23.2,29.9,24.85,11,monsoon
2020-11-28,32.5,24.6,23.2,36.5,23.9,11,monsoon
2020-11-29,35.3,23.9,22.1,41.1,23.0,11,monsoon
2020-11-30,61.2,23.2,22.3,35.6,22.75,11,monsoon
2020-12-01,79.2,23.7,23.0,37.4,23.35,12,monsoon
2020-12-02,6.1,24.8,22.8,28.6,23.8,12,monsoon
2020-12-03,4.1,24.0,21.5,25.3,22.75,12,monsoon
2020-12-04,3.0,22.5,20.4,27.9,21.45,12,monsoon
2020-12-05,9.8,22.4,19.9,22.6,21.15,12,monsoon
2020-12-06,0.3,22.2,19.8,19.2,21.0,12,monsoon
2020-12-07,23.2,24.0,21.1,24.3,22.55,12,monsoon
2020-12-08,4.1,24.1,21.2,23.7,22.65,12,monsoon
2020-12-09,2.4,23.1,21.2,18.6,22.15,12,monsoon
2020-12-10,3.3,24.0,21.0,19.5,22.5,12,monsoon
2020-12-11,2.6,24.1,22.5,17.9,23.3,12,monsoon
2020-12-12,1.9,25.0,22.7,10.7,23.85,12,monsoon
2020-12-13,0.8,25.6,23.2,12.8,24.4,12,monsoon
2020-12-14,11.0,26.0,23.3,17.7,24.65,12,monsoon
2020-12-15,5.6,25.1,23.4,22.7,24.25,12,monsoon
2020-12-16,10.9,24.0,22.3,33.1,23.15,12,monsoon
2020-12-17,8.0,23.6,21.8,27.0,22.700000000000003,12,monsoon
2020-12-18,8.2,23.0,21.9,30.8,22.45,12,monsoon
2020-12-19,40.9,21.6,19.8,30.4,20.700000000000003,12,monsoon
2020-12-20,26.2,20.8,19.2,29.7,20.0,12,monsoon
2020-12-21,10.3,20.4,19.0,32.5,19.7,12,monsoon
2020-12-22,4.4,21.0,19.0,31.2,20.0,12,monsoon
2020-12-23,0.9,23.2,20.0,20.5,21.6,12,monsoon
2020-12-24,5.1,23.3,21.1,19.7,22.200000000000003,12,monsoon
2020-12-25,37.3,22.9,21.7,15.3,22.299999999999997,12,monsoon
